Analysis Name,Condition,pH,EC(S) (uS/cm),P (ppm),K (ppm),Ca (ppm),Mg (ppm),Mn (ppm),S (ppm),Cu (ppm),B (ppm),Zn (ppm),Na (ppm),Fe (ppm),C.E.C (meq/100g),N (%),T-C (%),%Sand (%),%Silt (%),%Clay (%),Ca% (%),Mg% (%),K% (%),Na% (%),OB% (%),H% (%),Ca:Mg (%),Latitude,Longitude,Region,Texture,Recommandation
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.54,44.9,36.3,84.9,207.0,48.4,9.26,5.02,0.32,0.19,1.43,13.3,42.8,2.64,0.02,0.19,95.0,3.92,1.08,39.2,15.3,8.24,2.19,6.32,28.8,2.57,15.25584,-16.54261,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.81,18.9,15.2,57.4,185.0,42.8,7.84,3.26,0.30,0.17,0.57,13.1,40.5,2.02,0.01,0.13,95.4,4.28,0.36,45.8,17.6,7.28,2.82,5.78,20.7,2.59,15.2464,-16.5308,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.03,25.1,16.9,54.5,192.0,42.4,9.98,3.04,0.27,0.18,0.68,12.2,37.5,1.88,0.011,0.13,95.0,4.28,0.72,51.1,18.8,7.43,2.82,5.34,14.6,2.72,15.2464,-16.5308,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.32,22.7,9.64,46.4,190.0,41.5,6.91,2.76,0.27,0.18,0.42,11.4,36.0,1.73,< 0.01,0.098,95.0,3.92,1.08,55.0,20.0,6.88,2.87,5.08,10.2,2.75,15.25411,-16.53738,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.58,45.7,54.7,60.0,324.0,52.8,22.5,3.75,0.49,0.25,2.98,13.9,54.2,2.56,0.01,0.13,94.6,4.28,1.08,63.3,17.2,6.01,2.36,4.82,6.3,3.68,15.26336,-16.54839,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.5,31.2,119.0,74.2,533.0,75.3,31.5,4.87,0.92,0.48,3.68,18.7,66.5,4.07,< 0.01,0.13,94.6,4.28,1.08,65.5,15.4,4.68,2.0,4.9,7.5,4.25,15.26336,-16.54839,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.07,13.8,4.02,62.4,128.0,34.6,6.43,3.24,0.25,0.19,0.26,16.6,47.5,2.33,< 0.01,0.086,95.0,4.28,0.72,27.5,12.4,6.87,3.1,7.26,42.9,2.22,15.26819,-16.55279,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.73,32.5,5.38,93.3,171.0,41.0,10.6,3.5,0.23,0.23,0.57,17.8,36.8,2.13,0.012,0.13,94.6,4.28,1.08,40.1,16.0,11.2,3.63,5.94,23.1,2.5,15.26819,-16.55279,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.47,18.9,10.2,52.9,205.0,57.5,22.6,3.15,0.20,0.19,0.35,11.8,58.5,2.7,0.011,0.12,95.4,4.28,0.36,38.0,17.7,5.02,1.9,6.46,30.9,2.14,15.27328,-16.55375,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.84,43.1,15.8,68.0,208.0,62.7,26.9,4.23,< 0.20,0.19,0.63,21.8,54.0,2.46,0.013,0.16,95.0,4.28,0.72,42.3,21.2,7.09,3.85,5.72,19.8,1.99,15.27328,-16.55375,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.56,17.5,4.98,61.9,266.0,66.2,36.4,2.87,0.37,0.19,0.42,11.3,50.3,2.36,< 0.01,0.096,94.3,4.64,1.08,56.4,23.4,6.73,2.08,4.84,6.6,2.41,15.98029,-15.91785,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.49,18.3,6.36,59.1,279.0,61.1,38.6,2.9,0.45,0.23,0.58,11.2,40.6,2.41,< 0.01,0.11,90.4,8.92,0.72,58.0,21.2,6.3,2.02,4.91,7.65,2.74,15.98029,-15.91785,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.65,19.7,5.18,65.7,279.0,65.9,33.9,3.59,0.42,0.25,0.45,20.7,39.1,2.45,< 0.01,0.11,93.9,4.64,1.44,57.0,22.4,6.88,3.68,4.75,5.25,2.54,15.98022,-15.91542,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.44,16.1,3.35,65.7,264.0,63.2,26.8,2.75,0.37,0.20,0.32,14.5,39.0,2.4,< 0.01,0.098,93.9,4.64,1.44,55.0,22.0,7.02,2.63,4.96,8.4,2.51,15.98022,-15.91542,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.43,26.5,12.9,59.9,249.0,62.8,24.7,3.38,0.40,0.16,0.72,11.7,44.4,2.28,< 0.01,0.13,93.9,5.0,1.08,54.6,22.9,6.73,2.23,4.97,8.55,2.38,15.98237,-15.91552,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.16,17.8,5.62,53.1,256.0,62.4,18.6,2.87,0.41,0.20,0.34,12.2,38.5,2.42,< 0.01,0.11,93.9,5.0,1.08,52.9,21.5,5.62,2.19,5.24,12.6,2.46,15.98237,-15.91552,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.59,28.0,9.13,91.7,279.0,60.9,30.1,3.53,0.36,0.22,0.59,19.3,39.8,2.49,< 0.01,0.13,93.9,5.0,1.08,55.9,20.3,9.42,3.36,4.81,6.15,2.75,15.98458,-15.91213,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.55,26.2,5.64,26.8,264.0,54.3,30.7,3.27,0.35,0.41,0.35,5.22,42.0,2.11,0.01,0.12,93.9,5.0,1.08,62.6,21.5,3.26,1.08,4.85,6.75,2.92,15.98458,-15.91213,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.61,36.5,6.62,36.7,286.0,65.3,22.3,4.55,0.35,0.15,0.47,13.2,35.7,2.38,0.011,0.12,93.9,4.64,1.44,60.1,22.9,3.96,2.41,4.79,5.85,2.63,15.98783,-15.91317,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.67,25.6,13.1,51.5,346.0,73.8,32.3,5.06,0.45,0.18,0.76,8.45,42.6,2.78,0.015,0.2,93.9,4.64,1.44,62.2,22.1,4.74,1.32,4.73,4.95,2.81,15.98783,-15.91317,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.17,31.2,39.9,47.2,281.0,58.0,12.2,6.36,0.29,0.092,3.10,10.4,38.8,2.5,0.016,0.21,90.4,9.28,0.36,56.3,19.4,4.85,1.81,5.23,12.4,2.91,15.26108,-16.53841,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.7,11.1,22.1,40.3,160.0,56.8,7.92,5.58,0.29,0.039,0.83,19.6,45.2,2.09,0.01,0.14,90.0,4.64,5.36,38.3,22.7,4.95,4.08,6.0,24.0,1.69,15.26108,-16.53841,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.67,14.7,3.38,30.4,359.0,86.0,13.5,5.44,0.23,0.022,0.46,13.4,64.7,3.84,0.014,0.18,90.4,4.28,5.36,46.8,18.7,2.03,1.52,6.06,24.9,2.5,15.25582,-16.53754,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.25,26.5,5.43,51.3,533.0,102.0,29.2,6.84,0.30,0.11,0.76,23.7,59.4,4.49,0.022,0.27,94.6,5.0,0.36,59.4,19.0,2.93,2.3,5.15,11.3,3.14,15.25582,-16.53754,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.6,11.3,11.8,22.5,94.6,24.5,3.41,4.03,0.24,< 0.02,0.44,9.05,42.1,1.16,0.021,0.19,95.7,3.92,0.36,40.8,17.6,4.98,3.4,6.2,27.0,2.32,15.25866,-16.54808,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.31,10.3,10.6,14.7,78.7,20.7,3.32,4.25,0.27,< 0.02,0.47,10.1,41.1,1.13,0.019,0.17,95.7,3.92,0.36,35.0,15.3,3.35,3.9,6.78,35.7,2.28,15.25866,-16.54808,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.57,16.6,7.11,24.3,275.0,36.7,7.26,5.89,0.23,< 0.02,3.31,8.8,33.0,2.71,0.016,0.16,95.7,3.56,0.72,50.8,11.3,2.3,1.41,6.26,27.9,4.5,15.26819,-16.55431,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.36,9.2,6.32,27.7,88.6,27.9,8.22,5.2,0.58,< 0.02,0.55,15.7,51.9,1.38,< 0.01,0.13,95.4,3.92,0.72,32.1,16.9,5.15,4.95,6.68,34.2,1.91,15.26819,-16.55431,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.56,13.8,2.21,54.7,221.0,76.3,15.7,5.2,0.23,0.15,0.55,19.4,51.1,3.0,0.01,0.13,95.7,3.92,0.36,36.8,21.2,4.68,2.81,6.28,28.2,1.74,15.27309,-16.55484,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.1,20.2,3.3,30.2,250.0,78.0,20.4,5.04,0.23,< 0.02,0.62,14.7,56.9,2.51,0.012,0.15,89.6,9.64,0.72,49.8,25.9,3.08,2.55,5.2,13.5,1.92,15.27309,-16.55484,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.79,30.7,4.45,28.5,158.0,42.6,10.0,4.65,0.25,0.027,0.70,8.74,31.6,1.72,0.016,0.2,90.0,9.64,0.36,45.8,20.6,4.24,2.2,5.82,21.3,2.23,15.27432,-16.55121,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.51,18.2,3.86,24.6,210.0,44.2,8.79,4.89,0.27,< 0.02,1.64,11.6,39.9,2.4,0.011,0.14,95.7,3.92,0.36,43.8,15.4,2.63,2.1,6.38,29.7,2.85,15.27432,-16.55121,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.76,35.7,18.8,50.0,173.0,44.6,9.08,6.52,0.44,0.061,1.08,21.2,40.6,2.03,0.012,0.18,95.7,3.92,0.36,42.7,18.3,6.33,4.55,5.88,22.2,2.33,15.2685,-16.5485,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.5,22.0,21.2,44.0,163.0,44.7,5.67,5.39,0.47,0.061,0.66,33.5,44.8,2.27,0.01,0.16,95.4,4.28,0.36,35.8,16.4,4.96,6.41,6.4,30.0,2.19,15.2685,-16.5485,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.63,40.6,6.26,38.6,286.0,62.8,24.2,5.07,0.32,0.088,0.54,8.47,34.9,2.33,0.016,0.21,90.7,8.92,0.36,61.4,22.5,4.25,1.58,4.77,5.55,2.73,15.98618,-15.91071,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.36,27.9,3.53,36.1,307.0,71.5,24.6,5.09,0.43,0.10,0.75,20.9,38.0,2.71,0.011,0.17,90.7,8.56,0.72,56.6,22.0,3.41,3.35,5.04,9.6,2.58,15.98618,-15.91071,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.24,21.3,7.65,30.7,261.0,61.3,11.4,5.09,0.75,0.036,0.66,18.9,41.0,2.37,< 0.01,0.13,95.7,3.56,0.72,55.1,21.6,3.32,3.47,5.16,11.4,2.55,15.9848,-15.91421,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.51,32.9,9.89,42.6,329.0,74.1,24.9,5.11,0.54,0.091,0.64,20.0,46.3,2.8,0.011,0.17,90.4,9.28,0.36,58.7,22.0,3.9,3.1,4.89,7.35,2.66,15.9848,-15.91421,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.53,28.4,5.06,31.9,219.0,54.9,21.3,4.21,0.33,0.036,0.57,8.79,34.0,1.9,0.018,0.19,95.7,3.92,0.36,57.7,24.1,4.31,2.01,4.87,7.05,2.39,15.98495,-15.9158,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.18,20.6,3.58,50.4,248.0,57.7,15.2,4.58,0.86,0.046,1.69,19.1,33.3,2.34,0.016,0.17,90.7,8.56,0.72,52.9,20.5,5.51,3.54,5.22,12.3,2.58,15.98495,-15.9158,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.83,80.9,19.8,110,1410.0,99.5,42.1,9.44,0.83,0.41,0.83,25.8,47.8,8.58,0.023,0.28,95.7,3.92,0.36,82.2,9.66,3.29,1.31,3.57,0.0,8.5,15.98214,-15.91834,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.86,61.6,8.96,93.1,335.0,77.5,32.9,6.2,0.42,0.16,1.33,18.4,58.9,2.83,0.024,0.3,90.7,8.92,0.36,59.2,22.8,8.44,2.83,4.54,2.1,2.59,15.98214,-15.91834,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.8,41.4,25.1,71.8,392.0,90.5,32.4,6.31,0.66,0.14,1.09,21.1,51.4,3.24,0.024,0.22,90.4,9.28,0.36,60.6,23.3,5.69,2.84,4.6,3.0,2.6,15.98053,-15.91945,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.47,25.2,18.1,48.3,331.0,76.5,23.6,5.4,0.47,0.066,0.95,21.4,46.1,2.88,0.015,0.16,95.4,3.56,1.08,57.5,22.1,4.3,3.23,4.93,7.95,2.6,15.98053,-15.91945,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.91,22.8,8.03,43.3,200.0,47.9,13.0,4.38,0.22,0.11,0.45,11.0,39.1,2.03,0.012,0.13,93.9,4.64,1.44,49.2,19.7,5.47,2.36,5.58,17.7,2.51,15.46882,-15.98231,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.57,13.1,7.11,17.2,224.0,58.0,7.38,4.18,0.22,0.058,0.39,6.42,44.5,2.54,0.013,0.14,93.9,4.64,1.44,44.0,19.0,1.73,1.1,6.26,27.9,2.32,15.46882,-15.98231,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.79,43.8,14.0,20.8,229.0,55.7,19.8,5.25,0.25,0.078,1.05,6.37,44.1,2.32,0.013,0.16,93.9,4.64,1.44,49.4,20.0,2.3,1.19,5.82,21.3,2.47,15.46856,-15.98383,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.83,16.1,8.67,11.9,236.0,59.7,16.2,4.15,0.23,0.064,0.48,6.06,45.1,2.34,0.012,0.15,94.3,4.64,1.08,50.5,21.3,1.3,1.13,5.74,20.1,2.37,15.46856,-15.98383,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.08,27.4,5.22,17.8,502.0,151.0,19.5,5.76,0.28,0.05,0.43,6.42,53.5,4.75,0.014,0.19,93.9,4.64,1.44,52.9,26.5,0.96,0.59,5.24,13.8,1.99,15.46904,-15.97984,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.06,30.5,8.58,28.5,363.0,105.0,22.3,6.2,0.27,0.082,0.73,9.88,51.6,3.48,0.016,0.19,93.9,4.64,1.44,52.1,25.1,2.1,1.23,5.28,14.1,2.07,15.46904,-15.97984,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.28,21.9,7.57,7.52,372.0,130.0,7.26,5.56,0.30,0.044,0.33,7.71,77.2,5.3,0.013,0.17,93.9,4.64,1.44,35.1,20.5,0.36,0.63,6.84,36.6,1.72,15.488,-15.96776,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.9,55.9,7.45,9.41,271.0,81.3,13.9,4.57,0.20,0.031,0.52,7.34,52.8,2.73,0.012,0.17,93.9,4.64,1.44,49.6,24.8,0.88,1.17,5.6,18.0,2.0,15.488,-15.96776,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.07,41.4,17.9,6.32,286.0,74.8,16.5,4.74,0.26,0.095,0.65,7.57,57.1,2.6,0.011,0.16,93.9,5.0,1.08,54.9,24.0,0.62,1.26,5.26,13.9,2.29,15.50586,-15.96912,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.49,19.3,7.02,5.58,415.0,103.0,21.0,5.65,0.26,0.027,0.46,6.02,72.5,4.7,0.011,0.15,88.9,10.0,1.08,44.2,18.3,0.3,0.56,6.42,30.3,2.42,15.50586,-15.96912,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.79,17.6,9.39,2.95,172.0,35.5,18.9,4.24,0.27,0.049,0.41,4.69,38.3,1.62,0.011,0.15,93.9,4.64,1.44,52.9,18.2,0.47,1.26,5.82,21.3,2.91,15.37935,-15.43647,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.85,19.3,9.39,35.4,192.0,40.4,30.4,4.54,0.27,0.077,0.71,8.23,40.1,1.9,0.015,0.2,94.3,4.64,1.08,50.5,17.7,4.77,1.88,5.7,19.5,2.85,15.37935,-15.43647,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.14,29.9,4.39,48.9,201.0,60.0,27.2,4.89,0.22,0.20,0.31,10.3,40.3,2.05,0.014,0.17,88.9,10.0,1.08,49.1,24.4,6.13,2.19,5.26,12.9,2.01,15.38068,-15.4315,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.68,93.9,8.47,106,238.0,73.7,35.1,6.48,0.25,0.32,0.63,14.0,42.7,2.36,0.017,0.21,88.9,10.0,1.08,50.4,26.0,11.5,2.58,4.72,4.8,1.94,15.38068,-15.4315,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.65,18.0,3.67,19.6,156.0,31.9,27.2,3.27,0.21,0.077,0.41,8.64,32.5,1.66,< 0.01,0.12,88.9,9.64,1.44,47.1,16.0,3.03,2.27,6.1,25.5,2.93,15.3818,-15.43078,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.92,29.2,7.95,45.9,223.0,51.4,44.3,4.53,0.31,0.13,1.49,24.0,43.3,2.29,0.013,0.17,93.9,5.0,1.08,48.7,18.7,5.14,4.55,5.56,17.4,2.6,15.3818,-15.43078,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.58,51.5,16.7,38.8,253.0,61.5,30.1,5.19,0.36,0.25,0.84,8.88,29.7,2.16,0.012,0.18,88.9,5.0,6.08,58.7,23.8,4.62,1.79,4.82,6.3,2.47,15.3167,-15.15895,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.54,47.5,8.37,38.5,262.0,65.4,34.5,4.22,0.35,0.26,0.48,9.15,29.7,2.26,< 0.01,0.14,89.6,9.28,1.08,58.0,24.1,4.37,1.76,4.86,6.9,2.4,15.3167,-15.15895,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.42,18.7,2.5,59.7,502.0,147.0,24.2,6.48,0.54,0.15,0.30,23.5,46.1,6.54,0.013,0.19,83.9,15.0,1.08,38.4,18.7,2.34,1.56,6.56,32.4,2.05,15.24736,-15.15745,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.29,44.9,4.35,34.4,343.0,90.9,27.1,6.13,0.42,0.099,0.30,6.27,50.1,4.55,0.016,0.23,88.9,10.0,1.08,37.7,16.6,1.94,0.6,6.82,36.3,2.26,15.24736,-15.15745,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
